# ta1 =         1.0000000000 mua =        -0.8001000000 m1 =         1.1001000000 eo1 =        -2.0000000000 m2 =         0.7001000000 eo2 =        -0.5000000000 ta2 =         0.5000000000 ta3 =         0.4000000000
# kx/pi ky/pi eng1 eng2 eng3 eng4
       -1.0000000000       -1.0000000000       -0.9463650039        1.3001000000        1.3001000000        2.5465650039
       -1.0000000000       -0.9800000000       -0.9453582818        1.2993080373        1.3005393917        2.5459108528
       -1.0000000000       -0.9600000000       -0.9423458256        1.2969303042        1.3018581916        2.5439573298
       -1.0000000000       -0.9400000000       -0.9373507200        1.2929613955        1.3040582434        2.5407310811
       -1.0000000000       -0.9200000000       -0.9304112875        1.2873927326        1.3071425196        2.5362760353
       -1.0000000000       -0.9000000000       -0.9215808578        1.2802132107        1.3111149672        2.5306526798
       -1.0000000000       -0.8800000000       -0.9109274437        1.2714101045        1.3159802900        2.5239370492
       -1.0000000000       -0.8600000000       -0.8985333190        1.2609702298        1.3217436608        2.5162194284
       -1.0000000000       -0.8400000000       -0.8844944962        1.2488813520        1.3284103615        2.5076027827
       -1.0000000000       -0.8200000000       -0.8689201012        1.2351338230        1.3359853462        2.4982009320
       -1.0000000000       -0.8000000000       -0.8519316418        1.2197224168        1.3444727225        2.4881365025
       -1.0000000000       -0.7800000000       -0.8336621684        1.2026483206        1.3538751490        2.4775386988
       -1.0000000000       -0.7600000000       -0.8142553245        1.1839212209        1.3641931468        2.4665409568
       -1.0000000000       -0.7400000000       -0.7938642889        1.1635614130        1.3754243252        2.4552785507
       -1.0000000000       -0.7200000000       -0.7726506117        1.1416018478        1.3875625264        2.4438862374
       -1.0000000000       -0.7000000000       -0.7507829480        1.1180900238        1.4005968977        2.4324960265
       -1.0000000000       -0.6800000000       -0.7284356982        1.0930896320        1.4145109037        2.4212351624
       -1.0000000000       -0.6600000000       -0.7057875643        1.0666818680        1.4292812999        2.4102243964
       -1.0000000000       -0.6400000000       -0.6830200339        1.0389663360        1.4448770933        2.3995766045
       -1.0000000000       -0.6200000000       -0.6603158059        1.0100614928        1.4612585270        2.3893957860
       -1.0000000000       -0.6000000000       -0.6378571700        0.9801045941        1.4783761292        2.3797764467
       -1.0000000000       -0.5800000000       -0.6158243495        0.9492511304        1.4961698795        2.3708033396
       -1.0000000000       -0.5600000000       -0.5943938122        0.9176737531        1.5145685510        2.3625515081
       -1.0000000000       -0.5400000000       -0.5737365446        0.8855607028        1.5334892913        2.3550865505
       -1.0000000000       -0.5200000000       -0.5540162742        0.8531137525        1.5528375153        2.3484650064
       -1.0000000000       -0.5000000000       -0.5353876120        0.8205456804        1.5725071776        2.3427347540
       -1.0000000000       -0.4800000000       -0.5179940739        0.7880772744        1.5923814982        2.3379353014
       -1.0000000000       -0.4600000000       -0.5019659338        0.7559338692        1.6123342009        2.3340978637
       -1.0000000000       -0.4400000000       -0.4874178606        0.7243414176        1.6322313148        2.3312451282
       -1.0000000000       -0.4200000000       -0.4744463080        0.6935221102        1.6519335592        2.3293906386
       -1.0000000000       -0.4000000000       -0.4631266615        0.6636895951        1.6712992970        2.3285377694
       -1.0000000000       -0.3800000000       -0.4535102061        0.6350439051        1.6901879876        2.3286783133
       -1.0000000000       -0.3600000000       -0.4456210622        0.6077662800        1.7084640057        2.3297907765
       -1.0000000000       -0.3400000000       -0.4394533280        0.5820141637        1.7260006178        2.3318385465
       -1.0000000000       -0.3200000000       -0.4349687567        0.5579167406        1.7426838426        2.3347681736
       -1.0000000000       -0.3000000000       -0.4320953530        0.5355714273        1.7584158734        2.3385080523
       -1.0000000000       -0.2800000000       -0.4307272654        0.5150417275        1.7731177362        2.3429678017
       -1.0000000000       -0.2600000000       -0.4307262731        0.4963567710        1.7867309034        2.3480385986
       -1.0000000000       -0.2400000000       -0.4319250028        0.4795126938        1.7992176873        2.3535946217
       -1.0000000000       -0.2200000000       -0.4341318051        0.4644758014        1.8105603772        2.3594956265
       -1.0000000000       -0.2000000000       -0.4371370055        0.4511872433        1.8207592390        2.3655905231
       -1.0000000000       -0.1800000000       -0.4407200795        0.4395687524        1.8298296220        2.3717217050
       -1.0000000000       -0.1600000000       -0.4446572202        0.4295289195        1.8377984999        2.3777298008
       -1.0000000000       -0.1400000000       -0.4487287748        0.4209694813        1.8447007865        2.3834585070
       -1.0000000000       -0.1200000000       -0.4527261213        0.4137911881        1.8505757324        2.3887592009
       -1.0000000000       -0.1000000000       -0.4564576900        0.4078989528        1.8554636318        2.3934951055
       -1.0000000000       -0.0800000000       -0.4597539810        0.4032061273        1.8594029826        2.3975448711
       -1.0000000000       -0.0600000000       -0.4624715534        0.3996378756        1.8624281639        2.4008055139
       -1.0000000000       -0.0400000000       -0.4644960498        0.3971337034        1.8645676303        2.4031947162
       -1.0000000000       -0.0200000000       -0.4657443684        0.3956492499        1.8658425887        2.4046525299
       -1.0000000000        0.0000000000       -0.4661661045        0.3951574615        1.8662661045        2.4051425385
       -1.0000000000        0.0200000000       -0.4657443684        0.3956492499        1.8658425887        2.4046525299
       -1.0000000000        0.0400000000       -0.4644960498        0.3971337034        1.8645676303        2.4031947162
       -1.0000000000        0.0600000000       -0.4624715534        0.3996378756        1.8624281639        2.4008055139
       -1.0000000000        0.0800000000       -0.4597539810        0.4032061273        1.8594029826        2.3975448711
       -1.0000000000        0.1000000000       -0.4564576900        0.4078989528        1.8554636318        2.3934951055
       -1.0000000000        0.1200000000       -0.4527261213        0.4137911881        1.8505757324        2.3887592009
       -1.0000000000        0.1400000000       -0.4487287748        0.4209694813        1.8447007865        2.3834585070
       -1.0000000000        0.1600000000       -0.4446572202        0.4295289195        1.8377984999        2.3777298008
       -1.0000000000        0.1800000000       -0.4407200795        0.4395687524        1.8298296220        2.3717217050
       -1.0000000000        0.2000000000       -0.4371370055        0.4511872433        1.8207592390        2.3655905231
       -1.0000000000        0.2200000000       -0.4341318051        0.4644758014        1.8105603772        2.3594956265
       -1.0000000000        0.2400000000       -0.4319250028        0.4795126938        1.7992176873        2.3535946217
       -1.0000000000        0.2600000000       -0.4307262731        0.4963567710        1.7867309034        2.3480385986
       -1.0000000000        0.2800000000       -0.4307272654        0.5150417275        1.7731177362        2.3429678017
       -1.0000000000        0.3000000000       -0.4320953530        0.5355714273        1.7584158734        2.3385080523
       -1.0000000000        0.3200000000       -0.4349687567        0.5579167406        1.7426838426        2.3347681736
       -1.0000000000        0.3400000000       -0.4394533280        0.5820141637        1.7260006178        2.3318385465
       -1.0000000000        0.3600000000       -0.4456210622        0.6077662800        1.7084640057        2.3297907765
       -1.0000000000        0.3800000000       -0.4535102061        0.6350439051        1.6901879876        2.3286783133
       -1.0000000000        0.4000000000       -0.4631266615        0.6636895951        1.6712992970        2.3285377694
       -1.0000000000        0.4200000000       -0.4744463080        0.6935221102        1.6519335592        2.3293906386
       -1.0000000000        0.4400000000       -0.4874178606        0.7243414176        1.6322313148        2.3312451282
       -1.0000000000        0.4600000000       -0.5019659338        0.7559338692        1.6123342009        2.3340978637
       -1.0000000000        0.4800000000       -0.5179940739        0.7880772744        1.5923814982        2.3379353014
       -1.0000000000        0.5000000000       -0.5353876120        0.8205456804        1.5725071776        2.3427347540
       -1.0000000000        0.5200000000       -0.5540162742        0.8531137525        1.5528375153        2.3484650064
       -1.0000000000        0.5400000000       -0.5737365446        0.8855607028        1.5334892913        2.3550865505
       -1.0000000000        0.5600000000       -0.5943938122        0.9176737531        1.5145685510        2.3625515081
       -1.0000000000        0.5800000000       -0.6158243495        0.9492511304        1.4961698795        2.3708033396
       -1.0000000000        0.6000000000       -0.6378571700        0.9801045941        1.4783761292        2.3797764467
       -1.0000000000        0.6200000000       -0.6603158059        1.0100614928        1.4612585270        2.3893957860
       -1.0000000000        0.6400000000       -0.6830200339        1.0389663360        1.4448770933        2.3995766045
       -1.0000000000        0.6600000000       -0.7057875643        1.0666818680        1.4292812999        2.4102243964
       -1.0000000000        0.6800000000       -0.7284356982        1.0930896320        1.4145109037        2.4212351624
       -1.0000000000        0.7000000000       -0.7507829480        1.1180900238        1.4005968977        2.4324960265
