# ta1 =         1.0000000000 mua =        -0.8001000000 m1 =         1.1001000000 eo1 =        -2.0000000000 m2 =         0.7001000000 eo2 =        -0.5000000000 ta2 =         0.5000000000 ta3 =         0.4000000000
# kx/pi ky/pi eng1 eng2 eng3
       -1.0000000000       -1.0000000000       -1.5523781141        1.0509489828        4.9017291313
       -1.0000000000       -0.9800000000       -1.5515669974        1.0506145071        4.9012524903
       -1.0000000000       -0.9600000000       -1.5491348803        1.0496106534        4.8998242269
       -1.0000000000       -0.9400000000       -1.5450854611        1.0479361445        4.8974493165
       -1.0000000000       -0.9200000000       -1.5394249035        1.0455888620        4.8941360415
       -1.0000000000       -0.9000000000       -1.5321618360        1.0425658606        4.8898959753
       -1.0000000000       -0.8800000000       -1.5233073511        1.0388633901        4.8847439610
       -1.0000000000       -0.8600000000       -1.5128750047        1.0344769226        4.8786980821
       -1.0000000000       -0.8400000000       -1.5008808159        1.0294011883        4.8717796276
       -1.0000000000       -0.8200000000       -1.4873432666        1.0236302181        4.8640130485
       -1.0000000000       -0.8000000000       -1.4722833017        1.0171573943        4.8554259074
       -1.0000000000       -0.7800000000       -1.4557243310        1.0099755117        4.8460488193
       -1.0000000000       -0.7600000000       -1.4376922311        1.0020768471        4.8359153840
       -1.0000000000       -0.7400000000       -1.4182153500        0.9934532414        4.8250621086
       -1.0000000000       -0.7200000000       -1.3973245134        0.9840961924        4.8135283210
       -1.0000000000       -0.7000000000       -1.3750530342        0.9739969622        4.8013560720
       -1.0000000000       -0.6800000000       -1.3514367256        0.9631466991        4.7885900266
       -1.0000000000       -0.6600000000       -1.3265139197        0.9515365756        4.7752773440
       -1.0000000000       -0.6400000000       -1.3003254913        0.9391579459        4.7614675454
       -1.0000000000       -0.6200000000       -1.2729148909        0.9260025226        4.7472123683
       -1.0000000000       -0.6000000000       -1.2443281866        0.9120625773        4.7325656093
       -1.0000000000       -0.5800000000       -1.2146141199        0.8973311672        4.7175829526
       -1.0000000000       -0.5600000000       -1.1838241759        0.8818023905        4.7023217854
       -1.0000000000       -0.5400000000       -1.1520126756        0.8654716757        4.6868409999
       -1.0000000000       -0.5200000000       -1.1192368927        0.8483361103        4.6712007825
       -1.0000000000       -0.5000000000       -1.0855572034        0.8303948138        4.6554623896
       -1.0000000000       -0.4800000000       -1.0510372774        0.8116493653        4.6396879120
       -1.0000000000       -0.4600000000       -1.0157443223        0.7921042954        4.6239400269
       -1.0000000000       -0.4400000000       -0.9797493957        0.7717676553        4.6082817405
       -1.0000000000       -0.4200000000       -0.9431278042        0.7506516833        4.5927761209
       -1.0000000000       -0.4000000000       -0.9059596154        0.7287735913        4.5774860241
       -1.0000000000       -0.3800000000       -0.8683303157        0.7061565025        4.5624738132
       -1.0000000000       -0.3600000000       -0.8303316586        0.6828305841        4.5478010746
       -1.0000000000       -0.3400000000       -0.7920627610        0.6588344297        4.5335283313
       -1.0000000000       -0.3200000000       -0.7536315251        0.6342167680        4.5197147571
       -1.0000000000       -0.3000000000       -0.7151564891        0.6090385963        4.5064178929
       -1.0000000000       -0.2800000000       -0.6767692392        0.5833758718        4.4936933674
       -1.0000000000       -0.2600000000       -0.6386175598        0.5573229345        4.4815946253
       -1.0000000000       -0.2400000000       -0.6008695440        0.5309968802        4.4701726638
       -1.0000000000       -0.2200000000       -0.5637189382        0.5045431573        4.4594757809
       -1.0000000000       -0.2000000000       -0.5273920273        0.4781426919        4.4495493354
       -1.0000000000       -0.1800000000       -0.4921563556        0.4520208323        4.4404355233
       -1.0000000000       -0.1600000000       -0.4583314217        0.4264582531        4.4321731686
       -1.0000000000       -0.1400000000       -0.4263010429        0.4018035108        4.4247975321
       -1.0000000000       -0.1200000000       -0.3965260696        0.3784859307        4.4183401389
       -1.0000000000       -0.1000000000       -0.3695541640        0.3570255396        4.4128286244
       -1.0000000000       -0.0800000000       -0.3460201702        0.3380335695        4.4082866006
       -1.0000000000       -0.0600000000       -0.3266267308        0.3221931889        4.4047335419
       -1.0000000000       -0.0400000000       -0.3120929577        0.3102082658        4.4021846920
       -1.0000000000       -0.0200000000       -0.3030648543        0.3027138629        4.4006509913
       -1.0000000000        0.0000000000       -0.3000000000        0.3001609750        4.4001390250
       -1.0000000000        0.0200000000       -0.3030648543        0.3027138629        4.4006509913
       -1.0000000000        0.0400000000       -0.3120929577        0.3102082658        4.4021846920
       -1.0000000000        0.0600000000       -0.3266267308        0.3221931889        4.4047335419
       -1.0000000000        0.0800000000       -0.3460201702        0.3380335695        4.4082866006
       -1.0000000000        0.1000000000       -0.3695541640        0.3570255396        4.4128286244
       -1.0000000000        0.1200000000       -0.3965260696        0.3784859307        4.4183401389
       -1.0000000000        0.1400000000       -0.4263010429        0.4018035108        4.4247975321
       -1.0000000000        0.1600000000       -0.4583314217        0.4264582531        4.4321731686
       -1.0000000000        0.1800000000       -0.4921563556        0.4520208323        4.4404355233
       -1.0000000000        0.2000000000       -0.5273920273        0.4781426919        4.4495493354
       -1.0000000000        0.2200000000       -0.5637189382        0.5045431573        4.4594757809
       -1.0000000000        0.2400000000       -0.6008695440        0.5309968802        4.4701726638
       -1.0000000000        0.2600000000       -0.6386175598        0.5573229345        4.4815946253
       -1.0000000000        0.2800000000       -0.6767692392        0.5833758718        4.4936933674
       -1.0000000000        0.3000000000       -0.7151564891        0.6090385963        4.5064178929
       -1.0000000000        0.3200000000       -0.7536315251        0.6342167680        4.5197147571
       -1.0000000000        0.3400000000       -0.7920627610        0.6588344297        4.5335283313
       -1.0000000000        0.3600000000       -0.8303316586        0.6828305841        4.5478010746
       -1.0000000000        0.3800000000       -0.8683303157        0.7061565025        4.5624738132
       -1.0000000000        0.4000000000       -0.9059596154        0.7287735913        4.5774860241
       -1.0000000000        0.4200000000       -0.9431278042        0.7506516833        4.5927761209
       -1.0000000000        0.4400000000       -0.9797493957        0.7717676553        4.6082817405
       -1.0000000000        0.4600000000       -1.0157443223        0.7921042954        4.6239400269
       -1.0000000000        0.4800000000       -1.0510372774        0.8116493653        4.6396879120
       -1.0000000000        0.5000000000       -1.0855572034        0.8303948138        4.6554623896
       -1.0000000000        0.5200000000       -1.1192368927        0.8483361103        4.6712007825
       -1.0000000000        0.5400000000       -1.1520126756        0.8654716757        4.6868409999
       -1.0000000000        0.5600000000       -1.1838241759        0.8818023905        4.7023217854
       -1.0000000000        0.5800000000       -1.2146141199        0.8973311672        4.7175829526
       -1.0000000000        0.6000000000       -1.2443281866        0.9120625773        4.7325656093
       -1.0000000000        0.6200000000       -1.2729148909        0.9260025226        4.7472123683
       -1.0000000000        0.6400000000       -1.3003254913        0.9391579459        4.7614675454
       -1.0000000000        0.6600000000       -1.3265139197        0.9515365756        4.7752773440
       -1.0000000000        0.6800000000       -1.3514367256        0.9631466991        4.7885900266
       -1.0000000000        0.7000000000       -1.3750530342        0.9739969622        4.8013560720
