# ta1 =         1.0000000000 mua =        -0.8001000000 m1 =         1.1001000000 eo1 =        -2.0000000000 m2 =         0.7001000000 eo2 =        -0.5000000000 ta2 =         0.5000000000 ta3 =         0.4000000000
# kx/pi ky/pi eng1 eng2 eng3
       -1.0000000000       -1.0000000000       -0.3000000000        1.9002000000        2.8001000000
       -1.0000000000       -0.9800000000       -0.3012732507        1.8958442471        2.8057290036
       -1.0000000000       -0.9600000000       -0.3050905092        1.8831357277        2.8222547815
       -1.0000000000       -0.9400000000       -0.3114440952        1.8630442834        2.8486998118
       -1.0000000000       -0.9200000000       -0.3203205574        1.8368982621        2.8837222952
       -1.0000000000       -0.9000000000       -0.3316997469        1.8061193526        2.9258803943
       -1.0000000000       -0.8800000000       -0.3455536178        1.7720368110        2.9738168068
       -1.0000000000       -0.8600000000       -0.3618448477        1.7357972262        3.0263476215
       -1.0000000000       -0.8400000000       -0.3805253901        1.6983428533        3.0824825368
       -1.0000000000       -0.8200000000       -0.4015350849        1.6604257700        3.1414093150
       -1.0000000000       -0.8000000000       -0.4248004511        1.6226352017        3.2024652495
       -1.0000000000       -0.7800000000       -0.4502337832        1.5854262348        3.2651075484
       -1.0000000000       -0.7600000000       -0.4777326472        1.5491451828        3.3288874645
       -1.0000000000       -0.7400000000       -0.5071798473        1.5140504591        3.3934293882
       -1.0000000000       -0.7200000000       -0.5384438894        1.4803292996        3.4584145898
       -1.0000000000       -0.7000000000       -0.5713799354        1.4481111227        3.5235688126
       -1.0000000000       -0.6800000000       -0.6058311953        1.4174783187        3.5886528766
       -1.0000000000       -0.6600000000       -0.6416306781        1.3884751075        3.6534555705
       -1.0000000000       -0.6400000000       -0.6786031975        1.3611149379        3.7177882596
       -1.0000000000       -0.6200000000       -0.7165675223        1.3353867477        3.7814807746
       -1.0000000000       -0.6000000000       -0.7553385587        1.3112603026        3.8443782560
       -1.0000000000       -0.5800000000       -0.7947294700        1.2886907543        3.9063387157
       -1.0000000000       -0.5600000000       -0.8345536517        1.2676225145        3.9672311373
       -1.0000000000       -0.5400000000       -0.8746265054        1.2479925191        4.0269339863
       -1.0000000000       -0.5200000000       -0.9147669763        1.2297329433        4.0853340330
       -1.0000000000       -0.5000000000       -0.9547988392        1.2127734235        4.1423254157
       -1.0000000000       -0.4800000000       -0.9945517339        1.1970428426        4.1978088913
       -1.0000000000       -0.4600000000       -1.0338619641        1.1824707332        4.2516912309
       -1.0000000000       -0.4400000000       -1.0725730828        1.1689883511        4.3038847317
       -1.0000000000       -0.4200000000       -1.1105362908        1.1565294716        4.3543068192
       -1.0000000000       -0.4000000000       -1.1476106772        1.1450309545        4.4028797226
       -1.0000000000       -0.3800000000       -1.1836633312        1.1344331222        4.4495302090
       -1.0000000000       -0.3600000000       -1.2185693515        1.1246799868        4.4941893647
       -1.0000000000       -0.3400000000       -1.2522117766        1.1157193618        4.5367924148
       -1.0000000000       -0.3200000000       -1.2844814586        1.1075028834        4.5772785753
       -1.0000000000       -0.3000000000       -1.3152768960        1.0999859664        4.6155909295
       -1.0000000000       -0.2800000000       -1.3445040408        1.0931277135        4.6516763273
       -1.0000000000       -0.2600000000       -1.3720760922        1.0868907917        4.6854853005
       -1.0000000000       -0.2400000000       -1.3979132841        1.0812412901        4.7169719940
       -1.0000000000       -0.2200000000       -1.4219426751        1.0761485671        4.7460941081
       -1.0000000000       -0.2000000000       -1.4440979454        1.0715850939        4.7728128515
       -1.0000000000       -0.1800000000       -1.4643192044        1.0675263017        4.7970929027
       -1.0000000000       -0.1600000000       -1.4825528119        1.0639504344        4.8189023775
       -1.0000000000       -0.1400000000       -1.4987512145        1.0608384110        4.8382128036
       -1.0000000000       -0.1200000000       -1.5128727988        1.0581736997        4.8549990992
       -1.0000000000       -0.1000000000       -1.5248817613        1.0559422053        4.8692395560
       -1.0000000000       -0.0800000000       -1.5347479957        1.0541321700        4.8809158256
